	Crosshead,	Load,	Time,	Video,	Axial,	Traverse
	1,0933707235381,	42,59541796875,	13,1300001144409,	21,2338008880615,	0,00226840004324913,	-0,000410536013077945
	1,09498202800751,	42,62384765625,	13,1499996185303,	21,2338008880615,	0,00226840004324913,	-0,000410536013077945
	1,09661021269858,	42,654515625,	13,1700000762939,	21,2338008880615,	0,00226050009950995,	-0,000410536013077945
	1,09830556903034,	42,69696484375,	13,1899995803833,	21,2338008880615,	0,00226050009950995,	-0,000412268011132255
	1,0999672813341,	42,72708984375,	13,210000038147,	21,3514995574951,	0,00226050009950995,	-0,000412268011132255
	1,10159534960985,	42,7587421875,	13,2299995422363,	21,3514995574951,	0,00226050009950995,	-0,000412268011132255
	1,1032068869099,	42,78955859375,	13,25,	21,3514995574951,	0,0023184500169009,	-0,000412268011132255
	1,10486848279834,	42,82063671875,	13,2700004577637,	21,4102993011475,	0,0023184500169009,	-0,000427583989221603
	1,10666453838348,	42,85813671875,	13,289999961853,	21,4102993011475,	0,0023184500169009,	-0,000427583989221603
	1,10846059396863,	42,8922578125,	13,3100004196167,	21,4102993011475,	0,00230524991638958,	-0,000427583989221603
	1,11029017716646,	42,9351015625,	13,3299999237061,	21,4102993011475,	0,00230524991638958,	-0,000413819012464955
	1,11211976036429,	42,967625,	13,3500003814697,	21,4692001342773,	0,00230524991638958,	-0,000413819012464955
	1,11384864430875,	43,00078125,	13,3699998855591,	21,4692001342773,	0,00230524991638958,	-0,000413819012464955
	1,11549359280616,	43,02368359375,	13,3900003433228,	21,4692001342773,	0,00225201994180679,	-0,000413819012464955
	1,11710501369089,	43,04869140625,	13,4099998474121,	21,5279998779297,	0,00225201994180679,	-0,000417016010032967
	1,1187163181603,	43,07750390625,	13,4300003051758,	21,5279998779297,	0,00225201994180679,	-0,000417016010032967
	1,12037803046405,	43,10183203125,	13,4499998092651,	21,5279998779297,	0,00223691994324327,	-0,000417016010032967
	1,12202297896147,	43,13554296875,	13,4700002670288,	21,5279998779297,	0,00223691994324327,	-0,000437136011896655
	1,1236343998462,	43,16211328125,	13,4899997711182,	21,586799621582,	0,00223691994324327,	-0,000437136011896655
	1,12526258453727,	43,19122265625,	13,5100002288818,	21,586799621582,	0,00223691994324327,	-0,000437136011896655
	1,126874005422,	43,21856640625,	13,5299997329712,	21,586799621582,	0,0022841899190098,	-0,000437136011896655
	1,12845166586339,	43,24639453125,	13,5500001907349,	21,6457004547119,	0,0022841899190098,	-0,000429492007242516
	1,13007985055447,	43,27569140625,	13,5699996948242,	21,6457004547119,	0,0022841899190098,	-0,000429492007242516
	1,13172479905188,	43,30557421875,	13,5900001525879,	21,6457004547119,	0,00233073998242617,	-0,000429492007242516
	1,1333697475493,	43,334734375,	13,6099996566772,	21,6457004547119,	0,00233073998242617,	-0,000432356988312677
	1,13498116843402,	43,3627578125,	13,6300001144409,	21,7632999420166,	0,00233073998242617,	-0,000432356988312677
	1,13647512625903,	43,3874296875,	13,6499996185303,	21,7632999420166,	0,00233073998242617,	-0,000432356988312677
	1,1380024952814,	43,41022265625,	13,6700000762939,	21,7632999420166,	0,00228713010437787,	-0,000432356988312677
	1,13959715235978,	43,4384453125,	13,6899995803833,	21,8220996856689,	0,00228713010437787,	-0,000429703010013327
	1,14122533705086,	43,466515625,	13,710000038147,	21,8220996856689,	0,00228713010437787,	-0,000429703010013327
	1,14288704935461,	43,49922265625,	13,7299995422363,	21,8220996856689,	0,00233236001804471,	-0,000429703010013327
	1,14456552546471,	43,5304921875,	13,75,	21,8220996856689,	0,00233236001804471,	-0,000426824990427122
	1,14626088179648,	43,5588203125,	13,7700004577637,	21,8808994293213,	0,00233236001804471,	-0,000426824990427122
	1,14795612171292,	43,51094140625,	13,789999961853,	21,8808994293213,	0,00233236001804471,	-0,000426824990427122
	1,14963471423835,	43,4544765625,	13,8100004196167,	21,8808994293213,	0,00238929991610348,	-0,000426824990427122
	1,15132995415479,	43,26415625,	13,8299999237061,	21,9396991729736,	0,00238929991610348,	-0,000422384007833898
	1,15309236571193,	43,20812109375,	13,8500003814697,	21,9396991729736,	0,00238929991610348,	-0,000422384007833898
	1,15487165749073,	43,2147421875,	13,8699998855591,	21,9396991729736,	0,00240912009030581,	-0,000422384007833898
	1,15660042501986,	43,25125,	13,8900003433228,	21,9396991729736,	0,00240912009030581,	-0,00042978601413779
	1,15826225373894,	43,28885546875,	13,9099998474121,	21,9986000061035,	0,00240912009030581,	-0,00042978601413779
	1,15994072984904,	43,321,	13,9300003051758,	21,9986000061035,	0,00240912009030581,	-0,00042978601413779
	1,16166961379349,	43,3589765625,	13,9499998092651,	21,9986000061035,	0,0023845499381423,	-0,00042978601413779
	1,1633817339316,	43,38267578125,	13,9700002670288,	22,1161994934082,	0,0023845499381423,	-0,000422139011789113
	1,1651273816824,	43,41223828125,	13,9899997711182,	22,1161994934082,	0,0023845499381423,	-0,000422139011789113
	1,16688979323953,	43,44348828125,	14,0100002288818,	22,1161994934082,	0,00239129993133247,	-0,000422139011789113
	1,16861867718399,	43,44283984375,	14,0299997329712,	22,1161994934082,	0,00239129993133247,	-0,000416894996305928
	1,17028050590307,	43,50483984375,	14,0500001907349,	22,1749992370605,	0,00239129993133247,	-0,000416894996305928
	1,17189181037247,	43,57058984375,	14,0699996948242,	22,1749992370605,	0,00239129993133247,	-0,000416894996305928
	1,17348646745086,	43,6078203125,	14,0900001525879,	22,1749992370605,	0,00240239989943802,	-0,000416894996305928
	1,17513129953295,	43,6533984375,	14,1099996566772,	22,2338008880615,	0,00240239989943802,	-0,000420010008383542
	1,176742836833,	43,681328125,	14,1300001144409,	22,2338008880615,	0,00240239989943802,	-0,000420010008383542
	1,17833737749606,	43,7091328125,	14,1499996185303,	22,2338008880615,	0,00240736990235746,	-0,000420010008383542
	1,17998232599348,	43,7374765625,	14,1700000762939,	22,2338008880615,	0,00240736990235746,	-0,000426279002567753
	1,18161051068455,	43,76344140625,	14,1899995803833,	22,2926998138428,	0,00240736990235746,	-0,000426279002567753
	1,18315475992858,	43,78515234375,	14,210000038147,	22,2926998138428,	0,00240736990235746,	-0,000426279002567753
	1,18476606439799,	43,8077265625,	14,2299995422363,	22,2926998138428,	0,00241784006357193,	-0,000426279002567753
	1,18642777670175,	43,83683203125,	14,25,	22,3514995574951,	0,00241784006357193,	-0,000422760989749804
	1,18817342445254,	43,86794140625,	14,2700004577637,	22,3514995574951,	0,00241784006357193,	-0,000422760989749804
	1,18998624384403,	43,90340625,	14,289999961853,	22,3514995574951,	0,0024436900857836,	-0,000422760989749804
	1,19179906323552,	43,93615625,	14,3100004196167,	22,3514995574951,	0,0024436900857836,	-0,000422871002228931
	1,193578238599,	43,96947265625,	14,3299999237061,	22,4691009521484,	0,0024436900857836,	-0,000422871002228931
	1,19539105799049,	43,9939296875,	14,3500003814697,	22,4691009521484,	0,0024436900857836,	-0,000422871002228931
	1,19720387738198,	44,0253046875,	14,3699998855591,	22,4691009521484,	0,00246578990481794,	-0,000422871002228931
	1,19899993296713,	44,05540625,	14,3900003433228,	22,5279006958008,	0,00246578990481794,	-0,000427827995736152
	1,20077922474593,	44,08192578125,	14,4099998474121,	22,5279006958008,	0,00246578990481794,	-0,000427827995736152
	1,20257516391575,	44,110078125,	14,4300003051758,	22,5279006958008,	0,00248629995621741,	-0,000427827995736152
	1,20428728405386,	44,13749609375,	14,4499998092651,	22,5279006958008,	0,00248629995621741,	-0,000430623011197895
	1,20591546874493,	44,15773046875,	14,4700002670288,	22,5867004394531,	0,00248629995621741,	-0,000430623011197895
	1,20754365343601,	44,1863359375,	14,4899997711182,	22,5867004394531,	0,00248629995621741,	-0,000430623011197895
	1,20918860193342,	44,211546875,	14,5100002288818,	22,5867004394531,	0,00249172002077103,	-0,000430623011197895
	1,21081678662449,	44,23792578125,	14,5299997329712,	22,6455993652344,	0,00249172002077103,	-0,000426629005232826
	1,21246161870658,	44,26480859375,	14,5500001907349,	22,6455993652344,	0,00249172002077103,	-0,000426629005232826
	1,21412333101034,	44,289921875,	14,5699996948242,	22,6455993652344,	0,0025048500392586,	-0,000426629005232826
	1,21576827950776,	44,3175703125,	14,5900001525879,	22,6455993652344,	0,0025048500392586,	-0,000438882998423651
	1,21737970039248,	44,3443828125,	14,6099996566772,	22,7043991088867,	0,0025048500392586,	-0,000438882998423651
	1,21895759366453,	44,37045703125,	14,6300001144409,	22,7043991088867,	0,0025048500392586,	-0,000438882998423651
	1,22056889813393,	44,38878125,	14,6499996185303,	22,7043991088867,	0,00248197000473738,	-0,000438882998423651
	1,22221384663135,	44,4186015625,	14,6700000762939,	22,7630996704102,	0,00248197000473738,	-0,000430741987656802
	1,22380838729441,	44,4477890625,	14,6899995803833,	22,7630996704102,	0,00248197000473738,	-0,000430741987656802
	1,22536940034479,	44,4705390625,	14,710000038147,	22,7630996704102,	0,0024867900647223,	-0,000430741987656802
	1,22691364958882,	44,49371484375,	14,7299995422363,	22,7630996704102,	0,0024867900647223,	-0,000421273987740278
	1,22842425480485,	44,51025,	14,75,	22,8808994293213,	0,0024867900647223,	-0,000421273987740278
	1,2300357921049,	44,54021875,	14,7700004577637,	22,8808994293213,	0,0024867900647223,	-0,000421273987740278
	1,23164709657431,	44,57159375,	14,789999961853,	22,8808994293213,	0,00247047003358603,	-0,000421273987740278
	1,23325851745903,	44,5979140625,	14,8100004196167,	22,9395999908447,	0,00247047003358603,	-0,000430249987402931
	1,23493710998446,	44,62208203125,	14,8299999237061,	22,9395999908447,	0,00247047003358603,	-0,000430249987402931
	1,23664911370724,	44,6609609375,	14,8500003814697,	22,9395999908447,	0,00248496001586318,	-0,000430249987402931
	1,238310826011,	44,68660546875,	14,8699998855591,	22,9395999908447,	0,00248496001586318,	-0,000435126014053822
	1,23992213048041,	44,71344140625,	14,8900003433228,	22,9985008239746,	0,00248496001586318,	-0,000435126014053822
	1,24156707897782,	44,7338203125,	14,9099998474121,	22,9985008239746,	0,00248496001586318,	-0,000435126014053822
	1,24326255172491,	44,71254296875,	14,9300003051758,	22,9985008239746,	0,00250511988997459,	-0,000435126014053822
	1,24504172708839,	44,61254296875,	14,9499998092651,	23,057300567627,	0,00250511988997459,	-0,000440220988821238
	1,24683778267354,	44,3991796875,	14,9700002670288,	23,057300567627,	0,00250511988997459,	-0,000440220988821238
	1,2487176572904,	44,368359375,	14,9899997711182,	23,057300567627,	0,00254166009835899,	-0,000440220988821238
	1,25056400429457,	44,3980859375,	15,0100002288818,	23,057300567627,	0,00254166009835899,	-0,00042696698801592
	1,25225936062634,	44,43394140625,	15,0299997329712,	23,1161003112793,	0,00254166009835899,	-0,00042696698801592
	1,2539210729301,	44,4762265625,	15,0500001907349,	23,1161003112793,	0,00254166009835899,	-0,00042696698801592
	1,25553249381483,	44,52244921875,	15,0699996948242,	23,1161003112793,	0,00256330007687211,	-0,00042696698801592
	1,25714379828423,	44,562515625,	15,0900001525879,	23,2338008880615,	0,00256330007687211,	-0,000436533999163657
	1,2587719829753,	44,61020703125,	15,1099996566772,	23,2338008880615,	0,00256330007687211,	-0,000436533999163657
	1,26038340386003,	44,6434609375,	15,1300001144409,	23,2338008880615,	0,00251890998333693,	-0,000436533999163657
	1,26199470832944,	44,680765625,	15,1499996185303,	23,2338008880615,	0,00251890998333693,	-0,000429467996582389
	1,26360612921417,	44,7108046875,	15,1700000762939,	23,2926006317139,	0,00251890998333693,	-0,000429467996582389
	1,26518390607089,	44,74142578125,	15,1899995803833,	23,2926006317139,	0,00251890998333693,	-0,000429467996582389
	1,26677844673395,	44,770046875,	15,210000038147,	23,2926006317139,	0,00256454991176724,	-0,000429467996582389
	1,26835634000599,	44,804296875,	15,2299995422363,	23,3514003753662,	0,00256454991176724,	-0,000432997010648251
	1,26995099708438,	44,83329296875,	15,25,	23,3514003753662,	0,00256454991176724,	-0,000432997010648251
	1,27159582916647,	44,873078125,	15,2700004577637,	23,3514003753662,	0,00258219009265304,	-0,000432997010648251
	1,27312343101949,	44,8985078125,	15,289999961853,	23,3514003753662,	0,00258219009265304,	-0,000436573987826705
	1,2746003922075,	44,9234453125,	15,3100004196167,	23,4102001190186,	0,00258219009265304,	-0,000436573987826705
	1,27614464145154,	44,950625,	15,3299999237061,	23,4102001190186,	0,00258219009265304,	-0,000436573987826705
	1,27775606233627,	44,985484375,	15,3500003814697,	23,4102001190186,	0,00254678004421294,	-0,000436573987826705
	1,27940089441836,	45,01838671875,	15,3699998855591,	23,4689998626709,	0,00254678004421294,	-0,000427883001975715
	1,28107948694378,	45,05753125,	15,3900003433228,	23,4689998626709,	0,00254678004421294,	-0,000427883001975715
	1,28279160708189,	45,08567578125,	15,4099998474121,	23,4689998626709,	0,00252141989767551,	-0,000427883001975715
	1,28452049102634,	45,12119921875,	15,4300003051758,	23,4689998626709,	0,00252141989767551,	-0,000440601987065747
	1,28621573094279,	45,157203125,	15,4499998092651,	23,5867004394531,	0,00252141989767551,	-0,000440601987065747
	1,28789420705289,	45,185984375,	15,4700002670288,	23,5867004394531,	0,00252141989767551,	-0,000440601987065747
	1,289639971219,	45,218140625,	15,4899997711182,	23,5867004394531,	0,00260680005885661,	-0,000440601987065747
	1,29141914658248,	45,2552109375,	15,5100002288818,	23,6455001831055,	0,00260680005885661,	-0,000442383985500783
	1,29314803052694,	45,28169140625,	15,5299997329712,	23,6455001831055,	0,00260680005885661,	-0,000442383985500783
	1,29482662305236,	45,31446484375,	15,5500001907349,	23,6455001831055,	0,00260466989129782,	-0,000442383985500783
	1,29650509916246,	45,3391640625,	15,5699996948242,	23,6455001831055,	0,00260466989129782,	-0,000445999001385644
	1,29818369168788,	45,368953125,	15,5900001525879,	23,7042999267578,	0,00260466989129782,	-0,000445999001385644
	1,29991245921701,	45,4000703125,	15,6099996566772,	23,7042999267578,	0,00260466989129782,	-0,000445999001385644
	1,30160781554878,	45,43119921875,	15,6300001144409,	23,7042999267578,	0,00258452002890408,	-0,000445999001385644
	1,30333658307791,	45,46237109375,	15,6499996185303,	23,7630996704102,	0,00258452002890408,	-0,00042936799582094
	1,30508234724402,	45,4953515625,	15,6700000762939,	23,7630996704102,	0,00258452002890408,	-0,00042936799582094
	1,30676093976945,	45,52301171875,	15,6899995803833,	23,7630996704102,	0,00258156005293131,	-0,00042936799582094
	1,30837224423885,	45,54726953125,	15,710000038147,	23,7630996704102,	0,00258156005293131,	-0,000439321011072025
	1,30995002109557,	45,570015625,	15,7299995422363,	23,8218994140625,	0,00258156005293131,	-0,000439321011072025
	1,3115614419803,	45,6018984375,	15,75,	23,8218994140625,	0,00258156005293131,	-0,000439321011072025
	1,31322315428406,	45,62579296875,	15,7700004577637,	23,8218994140625,	0,00263033993542194,	-0,000439321011072025
	1,31485133897513,	45,656421875,	15,789999961853,	23,9395999908447,	0,00263033993542194,	-0,000441578013123944
	1,31649628747255,	45,6781796875,	15,8100004196167,	23,9395999908447,	0,00263033993542194,	-0,000441578013123944
	1,3181579997763,	45,63751171875,	15,8299999237061,	23,9395999908447,	0,00265512010082603,	-0,000441578013123944
	1,31975254043937,	45,6013828125,	15,8500003814697,	23,9395999908447,	0,00265512010082603,	-0,00044121898827143
	1,32133043371141,	45,4541484375,	15,8699998855591,	23,9983997344971,	0,00265512010082603,	-0,00044121898827143
	1,32297538220882,	45,373953125,	15,8900003433228,	23,9983997344971,	0,00265512010082603,	-0,00044121898827143
	1,32467062212527,	45,3644375,	15,9099998474121,	23,9983997344971,	0,00263043004088104,	-0,00044121898827143
	1,32643303368241,	45,39119921875,	15,9300003051758,	24,057300567627,	0,00263043004088104,	-0,000441042997408658
	1,32819556165487,	45,43320703125,	15,9499998092651,	24,057300567627,	0,00263043004088104,	-0,000441042997408658
	1,329957973212,	45,48068359375,	15,9700002670288,	24,057300567627,	0,00264297006651759,	-0,000441042997408658
	1,33172050118446,	45,5240234375,	15,9899997711182,	24,057300567627,	0,00264297006651759,	-0,000440798001363873
	1,33351644035429,	45,56577734375,	16,0100002288818,	24,1161003112793,	0,00264297006651759,	-0,000440798001363873
	1,33536278735846,	45,60093359375,	16,0300006866455,	24,1161003112793,	0,00264297006651759,	-0,000440798001363873
	1,3372260145843,	45,63496484375,	16,0499992370605,	24,1161003112793,	0,00263004004955292,	-0,000440798001363873
	1,33908912539482,	45,66746484375,	16,0699996948242,	24,1748008728027,	0,00263004004955292,	-0,000448217993834987
	1,340935472399,	45,701328125,	16,0900001525879,	24,1748008728027,	0,00263004004955292,	-0,000448217993834987
	1,34266435634345,	45,72783203125,	16,1100006103516,	24,1748008728027,	0,00263139000162482,	-0,000448217993834987
	1,34432618506253,	45,75135546875,	16,1299991607666,	24,1748008728027,	0,00263139000162482,	-0,000444206991232932
	1,34602142497897,	45,776609375,	16,1499996185303,	24,2924995422363,	0,00263139000162482,	-0,000444206991232932
	1,34768313728273,	45,80340234375,	16,1700000762939,	24,2924995422363,	0,00263139000162482,	-0,000444206991232932
	1,3493113219738,	45,8252421875,	16,1900005340576,	24,2924995422363,	0,00268104998394847,	-0,000444206991232932
	1,35095627047122,	45,85210546875,	16,2099990844727,	24,3514003753662,	0,00268104998394847,	-0,000448031991254538
	1,35256769135594,	45,8779375,	16,2299995422363,	24,3514003753662,	0,00268104998394847,	-0,000448031991254538
	1,35419587604702,	45,90818359375,	16,25,	24,3514003753662,	0,00271113007329404,	-0,000448031991254538
	1,35579041671008,	45,935515625,	16,2700004577637,	24,3514003753662,	0,00271113007329404,	-0,000440206000348553
	1,35738507378846,	45,95557421875,	16,2900009155273,	24,4101009368896,	0,00271113007329404,	-0,000440206000348553
	1,35899637825787,	45,9860703125,	16,3099994659424,	24,4101009368896,	0,00271113007329404,	-0,000440206000348553
	1,3606077991426,	46,01190625,	16,3299999237061,	24,4101009368896,	0,00272356998175383,	-0,000440206000348553
	1,36215193197131,	46,03664453125,	16,3500003814697,	24,4689998626709,	0,00272356998175383,	-0,00045081801363267
	1,36369618121535,	46,05697265625,	16,3700008392334,	24,4689998626709,	0,00272356998175383,	-0,00045081801363267
	1,36522366665304,	46,07806640625,	16,3899993896484,	24,4689998626709,	0,0027358599472791,	-0,00045081801363267
	1,36676791589707,	46,1005703125,	16,4099998474121,	24,4689998626709,	0,0027358599472791,	-0,000458432012237608
	1,36841286439449,	46,131375,	16,4300003051758,	24,5277996063232,	0,0027358599472791,	-0,000458432012237608
	1,3700578128919,	46,1590234375,	16,4500007629395,	24,5277996063232,	0,0027358599472791,	-0,000458432012237608
	1,37171964161098,	46,1795703125,	16,4699993133545,	24,5277996063232,	0,00273103010840714,	-0,000458432012237608
	1,37343164533377,	46,21103515625,	16,4899997711182,	24,5865993499756,	0,00273103010840714,	-0,000453827989986166
	1,37509335763752,	46,2412734375,	16,5100002288818,	24,5865993499756,	0,00273103010840714,	-0,000453827989986166
	1,3767215423286,	46,26162109375,	16,5300006866455,	24,5865993499756,	0,00273204990662634,	-0,000453827989986166
	1,37831619940698,	46,28708203125,	16,5499992370605,	24,5865993499756,	0,00273204990662634,	-0,000443378987256438
	1,3799611479044,	46,30855078125,	16,5699996948242,	24,7042007446289,	0,00273204990662634,	-0,000443378987256438
	1,38170667923987,	46,3394453125,	16,5900001525879,	24,7042007446289,	0,00273204990662634,	-0,000443378987256438
	1,38346920721233,	46,3725546875,	16,6100006103516,	24,7042007446289,	0,00271983002312481,	-0,000443378987256438
	1,38529867399484,	46,404765625,	16,6299991607666,	24,7630996704102,	0,00271983002312481,	-0,000450802996056154
	1,38717866502702,	46,4411328125,	16,6499996185303,	24,7630996704102,	0,00271983002312481,	-0,000450802996056154
	1,38892431277782,	46,46823046875,	16,6700000762939,	24,7630996704102,	0,00272353994660079,	-0,000450802996056154
	1,3905861414969,	46,48672265625,	16,6900005340576,	24,7630996704102,	0,00272353994660079,	-0,000451517000328749
	1,3921974459663,	46,5065703125,	16,7099990844727,	24,8218994140625,	0,00272353994660079,	-0,000451517000328749
	1,39377533923835,	46,5296328125,	16,7299995422363,	24,8218994140625,	0,00272353994660079,	-0,000451517000328749
	1,39540352392942,	46,55265625,	16,75,	24,8218994140625,	0,00272066006436944,	-0,000451517000328749
	1,39701482839882,	46,57924609375,	16,7700004577637,	24,8806991577148,	0,00272066006436944,	-0,000452114007202908
	1,39865977689624,	46,60227734375,	16,7900009155273,	24,8806991577148,	0,00272066006436944,	-0,000452114007202908
	1,40028796158731,	46,62829296875,	16,8099994659424,	24,8806991577148,	0,002732909983024,	-0,000452114007202908
	1,40188250225037,	46,6534609375,	16,8299999237061,	24,8806991577148,	0,002732909983024,	-0,000455192988738418
	1,40346039552242,	46,6749296875,	16,8500003814697,	24,9395008087158,	0,002732909983024,	-0,000455192988738418
	1,40508858021349,	46,700953125,	16,8700008392334,	24,9395008087158,	0,002732909983024,	-0,000455192988738418
	1,40668312087655,	46,72226953125,	16,8899993896484,	24,9395008087158,	0,00277002993971109,	-0,000455192988738418
	1,40826089773327,	46,744765625,	16,9099998474121,	25,0571994781494,	0,00277002993971109,	-0,000457151996670291
	1,40982202719897,	46,77304296875,	16,9300003051758,	25,0571994781494,	0,00277002993971109,	-0,000457151996670291
	1,41131575219333,	46,78905859375,	16,9500007629395,	25,0571994781494,	0,00283674011006951,	-0,000457151996670291
	1,41282659024,	46,813015625,	16,9699993133545,	25,0571994781494,	0,00283674011006951,	-0,000452011008746922
	1,41442113090307,	46,8372109375,	16,9899997711182,	25,1159992218018,	0,00283674011006951,	-0,000452011008746922
	1,41606607940048,	46,864875,	17,0100002288818,	25,1159992218018,	0,00283674011006951,	-0,000452011008746922
	1,41772779170424,	46,893234375,	17,0300006866455,	25,1159992218018,	0,00285820011049509,	-0,000452011008746922
	1,419423148036,	46,89147265625,	17,0499992370605,	25,1748008728027,	0,00285820011049509,	-0,000467297999421135
	1,42113515175879,	46,8233671875,	17,0699996948242,	25,1748008728027,	0,00285820011049509,	-0,000467297999421135
	1,42286403570324,	46,5905234375,	17,0900001525879,	25,1748008728027,	0,00283834990113974,	-0,000467297999421135
	1,42455939203501,	46,5202578125,	17,1100006103516,	25,1748008728027,	0,00283834990113974,	-0,000463650008896366
	1,42627139575779,	46,523453125,	17,1299991607666,	25,2336006164551,	0,00283834990113974,	-0,000463650008896366
	1,4280506875366,	46,55553125,	17,1499996185303,	25,2336006164551,	0,00283834990113974,	-0,000463650008896366
	1,42982986290008,	46,60766015625,	17,1700000762939,	25,2336006164551,	0,00283370004035532,	-0,000463650008896366
	1,43155874684453,	46,654328125,	17,1900005340576,	25,2924003601074,	0,00283370004035532,	-0,000466025987407193
	1,43323733936995,	46,70876171875,	17,2099990844727,	25,2924003601074,	0,00283370004035532,	-0,000466025987407193
	1,43489893525839,	46,75134375,	17,2299995422363,	25,2924003601074,	0,00281458999961615,	-0,000466025987407193
	1,4366110553965,	46,791078125,	17,25,	25,2924003601074,	0,00281458999961615,	-0,000467740988824517
	1,43830641172826,	46,82516015625,	17,2700004577637,	25,4101009368896,	0,00281458999961615,	-0,000467740988824517
	1,44003529567271,	46,8652734375,	17,2900009155273,	25,4101009368896,	0,00281458999961615,	-0,000467740988824517
	1,44176406320184,	46,89672265625,	17,3099994659424,	25,4101009368896,	0,00286272005178034,	-0,000467740988824517
	1,44349306356162,	46,93143359375,	17,3299999237061,	25,468900680542,	0,00286272005178034,	-0,000471993000246584
	1,44512113183737,	46,966359375,	17,3500003814697,	25,468900680542,	0,00286272005178034,	-0,000471993000246584
	1,44669902510941,	46,98841015625,	17,3700008392334,	25,468900680542,	0,00283051002770662,	-0,000471993000246584
	1,44829356577247,	47,01783984375,	17,3899993896484,	25,468900680542,	0,00283051002770662,	-0,000451211992185563
	1,44993851426989,	47,0442265625,	17,4099998474121,	25,5277004241943,	0,00283051002770662,	-0,000451211992185563
	1,4515834627673,	47,081015625,	17,4300003051758,	25,5277004241943,	0,00283051002770662,	-0,000451211992185563
	1,45321164745837,	47,108859375,	17,4500007629395,	25,5277004241943,	0,00281825009733438,	-0,000451211992185563
	1,45489012356848,	47,143875,	17,4699993133545,	25,5865001678467,	0,00281825009733438,	-0,000453651009593159
	1,45651830825955,	47,17712109375,	17,4899997711182,	25,5865001678467,	0,00281825009733438,	-0,000453651009593159
	1,45807932130992,	47,20023046875,	17,5100002288818,	25,5865001678467,	0,00286498991772532,	-0,000453651009593159
	1,45969085860997,	47,22784375,	17,5300006866455,	25,5865001678467,	0,00286498991772532,	-0,000468757993075997
	1,46131892688572,	47,2592578125,	17,5499992370605,	25,6453990936279,	0,00286498991772532,	-0,000468757993075997
	1,46303104702383,	47,2921484375,	17,5699996948242,	25,6453990936279,	0,00286498991772532,	-0,000468757993075997
	1,46481022238731,	47,32949609375,	17,5900001525879,	25,6453990936279,	0,00290350988507271,	-0,000468757993075997
	1,46658939775079,	47,3626328125,	17,6100006103516,	25,7042007446289,	0,00290350988507271,	-0,000466278987005353
	1,46833516191691,	47,390921875,	17,6299991607666,	25,7042007446289,	0,00290350988507271,	-0,000466278987005353
	1,47008069325238,	47,4306953125,	17,6499996185303,	25,7042007446289,	0,00289217010140419,	-0,000466278987005353
	1,47184322122484,	47,46160546875,	17,6700000762939,	25,7042007446289,	0,00289217010140419,	-0,00046467300853692
	1,47368956822902,	47,49584765625,	17,6900005340576,	25,8218002319336,	0,00289217010140419,	-0,00046467300853692
	1,47553603164852,	47,5323046875,	17,7099990844727,	25,8218002319336,	0,00289217010140419,	-0,00046467300853692
	1,47741590626538,	47,562984375,	17,7299995422363,	25,8218002319336,	0,0028625400736928,	-0,00046467300853692
	1,47921196185052,	47,5952265625,	17,75,	25,8805999755859,	0,0028625400736928,	-0,000478433998068795
	1,48090720176697,	47,6233671875,	17,7700004577637,	25,8805999755859,	0,0028625400736928,	-0,000478433998068795
	1,48258579429239,	47,6459140625,	17,7900009155273,	25,8805999755859,	0,00291517004370689,	-0,000478433998068795
	1,48426427040249,	47,67351171875,	17,8099994659424,	25,8805999755859,	0,00291517004370689,	-0,000470152008347213
	1,48594286292791,	47,699515625,	17,8299999237061,	25,9395008087158,	0,00291517004370689,	-0,000470152008347213
	1,48762133903801,	47,72987890625,	17,8500003814697,	25,9395008087158,	0,00291517004370689,	-0,000470152008347213
	1,48931657895446,	47,7567890625,	17,8700008392334,	25,9395008087158,	0,00293251010589302,	-0,000470152008347213
	1,49099517147988,	47,786078125,	17,8899993896484,	25,9983005523682,	0,00293251010589302,	-0,000492113991640508
	1,49258971214294,	47,7913515625,	17,9099998474121,	25,9983005523682,	0,00293251010589302,	-0,000492113991640508
	1,49416760541499,	47,73448046875,	17,9300003051758,	25,9983005523682,	0,00294583989307284,	-0,000492113991640508
	1,49574526585639,	47,71475390625,	17,9500007629395,	25,9983005523682,	0,00294583989307284,	-0,000461747986264527
	1,49733992293477,	47,5759453125,	17,9699993133545,	26,0571002960205,	0,00294583989307284,	-0,000461747986264527
	1,4989513438195,	47,51471484375,	17,9899997711182,	26,0571002960205,	0,00294583989307284,	-0,000461747986264527
	1,50056264828891,	47,5066875,	18,0100002288818,	26,0571002960205,	0,00294357002712786,	-0,000461747986264527
	1,50214054156095,	47,53,	18,0300006866455,	26,1746997833252,	0,00294357002712786,	-0,000465029996121302
	1,50370155461133,	47,56075,	18,0499992370605,	26,1746997833252,	0,00294357002712786,	-0,000465029996121302
	1,5053297393024,	47,588859375,	18,0699996948242,	26,1746997833252,	0,00300548993982375,	-0,000465029996121302
	1,50695792399347,	47,63437890625,	18,0900001525879,	26,1746997833252,	0,00300548993982375,	-0,000471055012894794
	1,50858599226922,	47,66813671875,	18,1100006103516,	26,2334995269775,	0,00300548993982375,	-0,000471055012894794
	1,51024770457298,	47,6992578125,	18,1299991607666,	26,2334995269775,	0,00300548993982375,	-0,000471055012894794
	1,51194306090474,	47,7336796875,	18,1499996185303,	26,2334995269775,	0,00297782011330128,	-0,000471055012894794
