	Crosshead,	Load,	Time,	Video,	Axial,	Traverse
	0,668671738822013,	36,1833125,	8,02700042724609,	17,763500213623,	0,00173330004326999,	-0,000373351998860016
	0,670316687319428,	36,20725390625,	8,04699993133545,	17,763500213623,	0,00173330004326999,	-0,000373351998860016
	0,671944872010499,	36,24114453125,	8,06700038909912,	17,8222999572754,	0,00173330004326999,	-0,000372120994143188
	0,673539470881224,	36,26207421875,	8,08699989318848,	17,8222999572754,	0,00174139998853207,	-0,000372120994143188
	0,675134069751948,	36,28576953125,	8,10700035095215,	17,8222999572754,	0,00174139998853207,	-0,000372120994143188
	0,676695024594665,	36,3033359375,	8,1269998550415,	17,8810997009277,	0,00174139998853207,	-0,000357265991624445
	0,678272859659046,	36,3288359375,	8,14700031280518,	17,8810997009277,	0,00175596994813532,	-0,000357265991624445
	0,679917808156461,	36,35584375,	8,16699981689453,	17,8810997009277,	0,00175596994813532,	-0,000357265991624445
	0,681562756653875,	36,3801171875,	8,1870002746582,	17,8810997009277,	0,00175596994813532,	-0,000357265991624445
	0,68320770515129,	36,406078125,	8,20699977874756,	17,9400005340576,	0,00175596994813532,	-0,000358705001417547
	0,684903003275394,	36,4368125,	8,22700023651123,	17,9400005340576,	0,00176071003079414,	-0,000358705001417547
	0,686598301399499,	36,46412890625,	8,24699974060059,	17,9400005340576,	0,00176071003079414,	-0,000358705001417547
	0,688243249896914,	36,4839609375,	8,26700019836426,	18,0576992034912,	0,00176071003079414,	-0,000339458987582475
	0,689871434587985,	36,50641015625,	8,28699970245361,	18,0576992034912,	0,00177998002618551,	-0,000339458987582475
	0,691549968905747,	36,53244921875,	8,30700016021729,	18,0576992034912,	0,00177998002618551,	-0,000339458987582475
	0,693329202476889,	36,55993359375,	8,32699966430664,	18,0576992034912,	0,00177998002618551,	-0,000339458987582475
	0,695125199854374,	36,59303515625,	8,34700012207031,	18,1163997650146,	0,00177998002618551,	-0,000368559994967654
	0,696954783052206,	36,61893359375,	8,36699962615967,	18,1163997650146,	0,00181732000783086,	-0,000368559994967654
	0,698750780429691,	36,6470703125,	8,38700008392334,	18,1163997650146,	0,00181732000783086,	-0,000368559994967654
	0,700429314747453,	36,67034765625,	8,4069995880127,	18,175199508667,	0,00181732000783086,	-0,000359466997906566
	0,702023913618177,	36,682,	8,42700004577637,	18,175199508667,	0,00186859001405537,	-0,000359466997906566
	0,703584984876215,	36,7005859375,	8,44699954986572,	18,175199508667,	0,00186859001405537,	-0,000359466997906566
	0,705179525539279,	36,7188515625,	8,46700000762939,	18,175199508667,	0,00186859001405537,	-0,000359466997906566
	0,706824474036694,	36,749203125,	8,48700046539307,	18,2339992523193,	0,00186859001405537,	-0,000327732996083796
	0,708452658727765,	36,7674609375,	8,50699996948242,	18,2339992523193,	0,00184759998228401,	-0,000327732996083796
	0,710030435584486,	36,78734375,	8,52700042724609,	18,2339992523193,	0,00184759998228401,	-0,000327732996083796
	0,71162503445521,	36,80925,	8,54699993133545,	18,2928009033203,	0,00184759998228401,	-0,000330264010699466
	0,713219633325934,	36,82734375,	8,56700038909912,	18,2928009033203,	0,00175826996564865,	-0,000330264010699466
	0,714797410182655,	36,85843359375,	8,58699989318848,	18,2928009033203,	0,00175826996564865,	-0,000330264010699466
	0,716408831067383,	36,8714921875,	8,60700035095215,	18,2928009033203,	0,00175826996564865,	-0,000330264010699466
	0,718037015758455,	36,8970859375,	8,6269998550415,	18,3516998291016,	0,00175826996564865,	-0,000338156998623163
	0,719681906048208,	36,92280078125,	8,64700031280518,	18,3516998291016,	0,00170460005756468,	-0,000338156998623163
	0,72131009073928,	36,9510703125,	8,66699981689453,	18,3516998291016,	0,00170460005756468,	-0,000338156998623163
	0,722787226550281,	36,96348046875,	8,6870002746582,	18,4692993164063,	0,00170460005756468,	-0,00033958800486289
	0,724281067959964,	36,979734375,	8,70699977874756,	18,4692993164063,	0,00174358999356627,	-0,00033958800486289
	0,725875666830689,	37,0015546875,	8,72700023651123,	18,4692993164063,	0,00174358999356627,	-0,00033958800486289
	0,727520673535764,	37,03124609375,	8,74699974060059,	18,4692993164063,	0,00174358999356627,	-0,00033958800486289
	0,729182385839522,	37,05435546875,	8,76700019836426,	18,5282001495361,	0,00174358999356627,	-0,000318061007419601
	0,73089444776997,	37,08349609375,	8,78699970245361,	18,5282001495361,	0,00182425999082625,	-0,000318061007419601
	0,732623331714422,	37,10684765625,	8,80700016021729,	18,5282001495361,	0,00182425999082625,	-0,000318061007419601
	0,73438580147922,	37,13430078125,	8,82699966430664,	18,5869998931885,	0,00182425999082625,	-0,000328922003973275
	0,736114627216011,	37,15782421875,	8,84700012207031,	18,5869998931885,	0,00191529002040625,	-0,000328922003973275
	0,737843511160463,	37,17801953125,	8,86699962615967,	18,5869998931885,	0,00191529002040625,	-0,000328922003973275
	0,739639508537948,	37,20351171875,	8,88700008392334,	18,5869998931885,	0,00191529002040625,	-0,000328922003973275
	0,741385214496404,	37,22852734375,	8,9069995880127,	18,6457996368408,	0,00191529002040625,	-0,000337689009029418
	0,743097276426852,	37,24891796875,	8,92700004577637,	18,6457996368408,	0,00196710997261107,	-0,000337689009029418
	0,744742224924266,	37,27157421875,	8,94699954986572,	18,6457996368408,	0,00196710997261107,	-0,000337689009029418
	0,746370351407677,	37,292765625,	8,96700000762939,	18,7047004699707,	0,00196710997261107,	-0,000339109014021233
	0,748048885725439,	37,30908984375,	8,98700046539307,	18,7047004699707,	0,00198688008822501,	-0,000339109014021233
	0,7497274200432,	37,33536328125,	9,00699996948242,	18,7047004699707,	0,00198688008822501,	-0,000339109014021233
	0,751422776374966,	37,35926953125,	9,02700042724609,	18,7047004699707,	0,00198688008822501,	-0,000339109014021233
	0,753151602111757,	37,38558984375,	9,04699993133545,	18,8222999572754,	0,00198688008822501,	-0,000332155002979562
	0,754880486056209,	37,4085078125,	9,06700038909912,	18,8222999572754,	0,00194585998542607,	-0,000332155002979562
	0,756525434553623,	37,43024609375,	9,08699989318848,	18,8222999572754,	0,00194585998542607,	-0,000332155002979562
	0,758136797230691,	37,4525234375,	9,10700035095215,	18,8810997009277,	0,00194585998542607,	-0,000339585996698588
	0,759748218115419,	37,470375,	9,1269998550415,	18,8810997009277,	0,00192087003961205,	-0,000339585996698588
	0,761409930419177,	37,4894296875,	9,14700031280518,	18,8810997009277,	0,00192087003961205,	-0,000339585996698588
	0,763071642722934,	37,51537109375,	9,16699981689453,	18,8810997009277,	0,00192087003961205,	-0,000339585996698588
	0,764699827414006,	37,53601171875,	9,1870002746582,	18,9398994445801,	0,00192087003961205,	-0,000340861006407067
	0,766361539717764,	37,55854296875,	9,20699977874756,	18,9398994445801,	0,00191046996042132,	-0,000340861006407067
	0,768006488215178,	37,57944140625,	9,22700023651123,	18,9398994445801,	0,00191046996042132,	-0,000340861006407067
	0,769617909099907,	37,60178125,	9,24699974060059,	18,9986991882324,	0,00191046996042132,	-0,000348505011061206
	0,771246093790978,	37,62333203125,	9,26700019836426,	18,9986991882324,	0,00189842004328966,	-0,000348505011061206
	0,77292462810874,	37,64391015625,	9,28699970245361,	18,9986991882324,	0,00189842004328966,	-0,000348505011061206
	0,774653453845531,	37,67390234375,	9,30700016021729,	18,9986991882324,	0,00189842004328966,	-0,000348505011061206
	0,776449451223016,	37,69905078125,	9,32699966430664,	19,0575008392334,	0,00189842004328966,	-0,000363630009815097
	0,778262270614505,	37,73178515625,	9,34700012207031,	19,0575008392334,	0,00190078001469374,	-0,000363630009815097
	0,780041504185647,	37,753265625,	9,36699962615967,	19,0575008392334,	0,00190078001469374,	-0,000363630009815097
	0,781837501563132,	37,77905859375,	9,38700008392334,	19,175199508667,	0,00190078001469374,	-0,000365354993846267
	0,783616735134274,	37,80339453125,	9,4069995880127,	19,175199508667,	0,00189355004113168,	-0,000365354993846267
	0,785412732511759,	37,82849609375,	9,42700004577637,	19,175199508667,	0,00189355004113168,	-0,000365354993846267
	0,787191966082901,	37,85305859375,	9,44699954986572,	19,175199508667,	0,00189355004113168,	-0,000365354993846267
	0,78900478547439,	37,8740703125,	9,46700000762939,	19,2339992523193,	0,00189355004113168,	-0,000356767006451264
	0,790767255239189,	37,9010625,	9,48700046539307,	19,2339992523193,	0,00190890999510884,	-0,000356767006451264
	0,792428967542946,	37,91755078125,	9,50699996948242,	19,2339992523193,	0,00190890999510884,	-0,000356767006451264
	0,794090679846704,	37,9360546875,	9,52700042724609,	19,2929000854492,	0,00190890999510884,	-0,000356150005245581
	0,795769214164466,	37,9544453125,	9,54699993133545,	19,2929000854492,	0,00193000002764165,	-0,000356150005245581
	0,79741416266188,	37,9760234375,	9,56700038909912,	19,2929000854492,	0,00193000002764165,	-0,000356150005245581
	0,799059111159295,	38,00071484375,	9,58699989318848,	19,2929000854492,	0,00193000002764165,	-0,000356150005245581
	0,800704059656709,	38,02010546875,	9,60700035095215,	19,3516006469727,	0,00193000002764165,	-0,000353554991306737
	0,802349008154124,	38,039171875,	9,6269998550415,	19,3516006469727,	0,00195430009625852,	-0,000353554991306737
	0,803960370831192,	38,0607734375,	9,64700031280518,	19,3516006469727,	0,00195430009625852,	-0,000353554991306737
	0,80552144208923,	38,07848046875,	9,66699981689453,	19,410400390625,	0,00195430009625852,	-0,000347841007169336
	0,807116040959954,	38,0996171875,	9,6870002746582,	19,410400390625,	0,00198609009385109,	-0,000347841007169336
	0,808710639830679,	38,1195703125,	9,70699977874756,	19,410400390625,	0,00198609009385109,	-0,000347841007169336
	0,810305180493742,	38,14249609375,	9,72700023651123,	19,410400390625,	0,00198609009385109,	-0,000347841007169336
	0,811899779364467,	38,16249609375,	9,74699974060059,	19,5280990600586,	0,00198609009385109,	-0,00033483500010334
	0,813477556221187,	38,18411328125,	9,76700019836426,	19,5280990600586,	0,00200637010857463,	-0,00033483500010334
	0,815038627479225,	38,20363671875,	9,78699970245361,	19,5280990600586,	0,00200637010857463,	-0,00033483500010334
	0,816666753962636,	38,22362109375,	9,80700016021729,	19,5869007110596,	0,00200637010857463,	-0,000338117009960115
	0,818294938653708,	38,2458828125,	9,82699966430664,	19,5869007110596,	0,00200670002959669,	-0,000338117009960115
	0,819923123344779,	38,26963671875,	9,84700012207031,	19,5869007110596,	0,00200670002959669,	-0,000338117009960115
	0,821601657662541,	38,2956875,	9,86699962615967,	19,5869007110596,	0,00200670002959669,	-0,000338117009960115
	0,823313719592988,	38,32050390625,	9,88700008392334,	19,6457004547119,	0,00200670002959669,	-0,000357631011866033
	0,824941846076399,	38,339453125,	9,9069995880127,	19,6457004547119,	0,0020341700874269,	-0,000357631011866033
	0,826553266961128,	38,36300390625,	9,92700004577637,	19,6457004547119,	0,0020341700874269,	-0,000357631011866033
	0,828214979264885,	38,383828125,	9,94699954986572,	19,7045993804932,	0,0020341700874269,	-0,000374600989744067
	0,829943921416998,	38,40653515625,	9,96700000762939,	19,7045993804932,	0,00209295004606247,	-0,000374600989744067
	0,831773446407169,	38,43858984375,	9,98700046539307,	19,7045993804932,	0,00209295004606247,	-0,000374600989744067
	0,833586265798658,	38,46838671875,	10,0069999694824,	19,7045993804932,	0,00209295004606247,	-0,000374600989744067
	0,83541584899649,	38,49052734375,	10,0270004272461,	19,7633991241455,	0,00209295004606247,	-0,000376354000763968
	0,837161496747285,	38,5143046875,	10,0469999313354,	19,7633991241455,	0,00211325008422136,	-0,000376354000763968
	0,838772917632014,	38,5327734375,	10,0670003890991,	19,7633991241455,	0,00211325008422136,	-0,000376354000763968
	0,840367516502738,	38,54678125,	10,0869998931885,	19,8222007751465,	0,00211325008422136,	-0,000375358999008313
	0,841945293359458,	38,5621953125,	10,1070003509521,	19,8222007751465,	0,00207022996619344,	-0,000375358999008313
	0,843556656036526,	38,58705859375,	10,1269998550415,	19,8222007751465,	0,00207022996619344,	-0,000375358999008313
	0,845218426547945,	38,61295703125,	10,1470003128052,	19,8222007751465,	0,00207022996619344,	-0,000375358999008313
	0,846863316837698,	38,62973828125,	10,1669998168945,	19,9398002624512,	0,00207022996619344,	-0,000389149005059153
	0,848474737722427,	38,65146875,	10,1870002746582,	19,9398002624512,	0,0020007099956274,	-0,000389149005059153
	0,850052514579147,	38,66940234375,	10,2069997787476,	19,9398002624512,	0,0020007099956274,	-0,000389149005059153
	0,851613585837185,	38,6857109375,	10,2270002365112,	19,9986991882324,	0,0020007099956274,	-0,00037453300319612
	0,85315783508122,	38,70379296875,	10,2469997406006,	19,9986991882324,	0,00198695994913578,	-0,00037453300319612
	0,854718789923936,	38,723609375,	10,2670001983643,	19,9986991882324,	0,00198695994913578,	-0,00037453300319612
	0,856313388794661,	38,7467421875,	10,2869997024536,	19,9986991882324,	0,00198695994913578,	-0,00037453300319612
	0,857941573485732,	38,76832421875,	10,3070001602173,	20,0575008392334,	0,00198695994913578,	-0,000359703990397975
	0,859485822729766,	38,7893515625,	10,3269996643066,	20,0575008392334,	0,00199989997781813,	-0,000359703990397975
	0,86097966413945,	38,80675,	10,3470001220703,	20,0575008392334,	0,00199989997781813,	-0,000359703990397975
	0,862574263010174,	38,823234375,	10,3669996261597,	20,1163997650146,	0,00199989997781813,	-0,000353229988832027
	0,864235975313932,	38,8448515625,	10,3870000839233,	20,1163997650146,	0,00202025007456541,	-0,000353229988832027
	0,865931331645697,	38,88011328125,	10,4069995880127,	20,1163997650146,	0,00202025007456541,	-0,000353229988832027
	0,867660215590149,	38,90159375,	10,4270000457764,	20,1163997650146,	0,00202025007456541,	-0,000353229988832027
	0,869372335728258,	38,9263984375,	10,4469995498657,	20,1751003265381,	0,00202025007456541,	-0,000343819003319368
	0,871101161465049,	38,9453984375,	10,4670000076294,	20,1751003265381,	0,00203529000282288,	-0,000343819003319368
	0,872846867423505,	38,970546875,	10,4870004653931,	20,1751003265381,	0,00203529000282288,	-0,000343819003319368
	0,874542107339948,	38,99353125,	10,5069999694824,	20,2928009033203,	0,00203529000282288,	-0,00034317298559472
	0,876287813298404,	39,011390625,	10,5270004272461,	20,2928009033203,	0,00204737996682525,	-0,00034317298559472
	0,878050283063203,	39,041921875,	10,5469999313354,	20,2928009033203,	0,00204737996682525,	-0,00034317298559472
	0,879762344993651,	39,06719140625,	10,5670003890991,	20,2928009033203,	0,00204737996682525,	-0,00034317298559472
	0,881424057297409,	39,08291015625,	10,5869998931885,	20,3514995574951,	0,00204737996682525,	-0,000348111992934719
	0,883069064002484,	39,09921875,	10,6070003509521,	20,3514995574951,	0,0020389799028635,	-0,000348111992934719
	0,884713954292238,	39,11703515625,	10,6269998550415,	20,3514995574951,	0,0020389799028635,	-0,000348111992934719
	0,886375666595995,	39,14216015625,	10,6470003128052,	20,4104995727539,	0,0020389799028635,	-0,000348124012816697
	0,888054200913757,	39,165890625,	10,6669998168945,	20,4104995727539,	0,00201708008535206,	-0,000348124012816697
	0,889783084858209,	39,1887265625,	10,6870002746582,	20,4104995727539,	0,00201708008535206,	-0,000348124012816697
	0,891528732609004,	38,1670703125,	10,7069997787476,	20,4104995727539,	0,00201708008535206,	-0,000348124012816697
	0,893307966180146,	37,243078125,	10,7270002365112,	20,4692001342773,	0,00201708008535206,	-0,00038819300243631
	0,895020086318254,	37,22650390625,	10,7469997406006,	20,4692001342773,	0,00202962988987565,	-0,00038819300243631
	0,896698620636016,	37,3014609375,	10,7670001983643,	20,4692001342773,	0,00202962988987565,	-0,00038819300243631
	0,89839386055246,	37,3894921875,	10,7869997024536,	20,5280990600586,	0,00202962988987565,	-0,000413353001931682
	0,900072394870222,	37,506875,	10,8070001602173,	20,5280990600586,	0,00206793006509542,	-0,000413353001931682
	0,901717343367636,	37,61619921875,	10,8269996643066,	20,5280990600586,	0,00206793006509542,	-0,000413353001931682
	0,903362350072712,	37,7277109375,	10,8470001220703,	20,5280990600586,	0,00206793006509542,	-0,000413353001931682
	0,905007240362465,	37,84485546875,	10,8669996261597,	20,6455993652344,	0,00206793006509542,	-0,000399161013774574
	0,90660183923319,	37,94948046875,	10,8870000839233,	20,6455993652344,	0,00199467991478741,	-0,000399161013774574
	0,908196438103914,	38,04607421875,	10,9069995880127,	20,6455993652344,	0,00199467991478741,	-0,000399161013774574
